bibtex_key;title;author;journal;year;source
20182505339765;Detecting pathogenic social media accounts without content or network structure;Shaabani, Elham and Guo, Ruocheng and Shakarian, Paulo;Proceedings - 2018 1st International Conference on Data Intelligence and Security, ICDIS 2018;2018;El Compendex
20172203714348;De linfluence de lenrichissement de profil utilisateur sur la propagation de buzz dans les medias sociaux. Experimentations sur delicious;Mezghani, Manel and Peninou, Andre and Sedes, Florence and On-At, Sirinya and Quirin, Arnaud and Canut, Marie-Francoise;Ingenierie des Systemes d'Information;2016;El Compendex
20182905559868;Measuring the accuracy and learnability of tools in the struggle against misinformation in social media applications;Pinheiro, Alexandre and Cappelli, Claudia and Aguiar, Ademar and Maciel, Cristiano;Iberian Conference on Information Systems and Technologies, CISTI;2018;El Compendex
20154201406339;Combating rumor spread on social media: The effectiveness of refutation and warning;Ozturk, Pinar and Li, Huaye and Sakamoto, Yasuaki;Proceedings of the Annual Hawaii International Conference on System Sciences;2015;El Compendex
20132616453264;Analysis of misinformation containment in online social networks;Nguyen, Nam P. and Yan, Guanhua and Thai, My T.;Computer Networks;2013;El Compendex
20181705050391;Online deception detection refueled by real world data collection;Yao, Wenlin and Dai, Zeyu and Huang, Ruihong and Caverlee, James;International Conference Recent Advances in Natural Language Processing, RANLP;2017;El Compendex
20181204917400;The study perception of social sciences and law faculty students for hoax in social media;Suyanto, T. and Zen, I.M. and Prasetyo, K. and Isbandono, P. and Gamaputra, G. and Purba, I.P.;Journal of Physics: Conference Series;2018;El Compendex
20173304054321;Identity Deception Prevention Using Common Contribution Network Data;Tsikerdekis, Michail;IEEE Transactions on Information Forensics and Security;2017;El Compendex
20174004225789;Tidal wave of fake news ruins thousands of student projects!: Navigating technical and professional writing in the misinformation age;Summers, Sarah and Riley, Bill;IEEE International Professional Communication Conference;2017;El Compendex
20182505319403;Fake news mitigation via point process based intervention;Farajtabar, Mehrdad and Yang, Jiachen and Ye, Xiaojing and Xu, Huan and Trivedi, Rakshit and Khalil, Elias and Li, Shuang and Song, Le and Zha, Hongyuan;34th International Conference on Machine Learning, ICML 2017;2017;El Compendex
20173804170114;Health misinformation in search and social media;Ghenai, Amira;SIGIR 2017 - Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval;2017;El Compendex
 ISI:000373775700047;A Systematic Review on the Profiling of Digital News Portal for Big DataVeracity;Jamil, Normala Binti Che Eembi and Bin Ishak, Iskandar and Sidi, Fatimahand Affendey, Lilly Suriani and Mamat, Ali;;2015;ISI Web of Science
Shariff2014;A survey on deceptions in online social networks;Shariff, S.M. and Zhang, X.;2014 International Conference on Computer and Information Sciences, ICCOINS 2014 - A Conference of World Engineering, Science and Technology Congress, ESTCON 2014 - Proceedings;2014;Scopus
Serrano2015113;A survey of twitter rumor spreading simulations;Serrano, E. and Iglesias, C.A. and Garijo, M.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2015;Scopus
20134817030862;Mining social networks using wave propagation;Wang, Xiaojie and Tao, Hong and Xie, Zheng and Yi, Dongyun;Computational and Mathematical Organization Theory;2013;El Compendex
Lugmayr201269;"Evaluation of methods and techniques for language based sentiment analysis for dax 30 stock exchange - A first concept of a ""LUGO"" sentiment indicator";Lugmayr, A. and Gossen, G.;Proceedings of the 5th International Workshop on Semantic Ambient Media Experience, SAME 2012, in Conjunction with Pervasive 2012;2012;Scopus
Oh2010;An exploration of social media in extreme events: Rumor theory and twitter during the HAITI earthquake 2010;Oh, O. and Kwon, K.H. and Rao, H.R.;ICIS 2010 Proceedings - Thirty First International Conference on Information Systems;2010;Scopus
O'Connor2010384;TweetMotif: Exploratory search and topic summarization for Twitter;O'Connor, B. and Krieger, M. and Ahn, D.;ICWSM 2010 - Proceedings of the 4th International AAAI Conference on Weblogs and Social Media;2010;Scopus
Fuller20063453;An analysis of text-based deception detection tools;Fuller, C.M. and Biros, D.P. and Twitchell, D.P. and Burgoon, J.K. and Adkins, M.;Association for Information Systems - 12th Americas Conference On Information Systems, AMCIS 2006;2006;Scopus
20131416171907;Security games on social networks;Nguyen, Thanh H. and Tsai, Jason and Jiang, Albert and Bowring, Emma and Maheswaran, Rajiv and Tambe, Milind;AAAI Fall Symposium - Technical Report;2012;El Compendex
20154401486760;Semantic hacking and intelligence and security informatics;Thompson, Paul;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2003;El Compendex
Thompson2003390;Semantic hacking and intelligence and security informatics (extended abstract);Thompson, P.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2003;Scopus
Zhang2015493;Classifying perspectives on Twitter: Immediate Observation, Affection, and Speculation;Zhang, Y. and Szabo, C. and Sheng, Q.Z. and Fang, X.S.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2015;Scopus
Chen2015;Interaction based on method for spam detection in online social networks;Chen, K. and Chen, L. and Zhu, P.-D. and Xiong, Y.-S.;Tongxin Xuebao/Journal on Communications;2015;Scopus
 ISI:000414957300006;A novel rumour propagation model on social networks;Wang, Ailian and Wu, Weili and Chen, Junjie;INTERNATIONAL JOURNAL OF SENSOR NETWORKS;2017;ISI Web of Science
 ISI:000271349800027;Towards an Efficient Method for Spreading Information in Social Network;Ahmadi, Hamed and Mehrbakhsh, Arman and Asgarian, Ehsan;;2009;ISI Web of Science
 ISI:000411486600010;Time Critical Disinformation Influence Minimization in Online SocialNetworks;Luo, Chuan and Cui, Kainan and Zheng, Xiaolong and Zeng, Daniel;;2014;ISI Web of Science
 ISI:000389503000011;An Examination of a Novel Information Diffusion Model: Considering ofTwitter User and Twitter System Features;Ikeda, Keisuke and Sakaki, Takeshi and Toriumi, Fujio and Kurihara, Satoshi;;2016;ISI Web of Science
 ISI:000401791500086;Looking for Information Source from Online Social Network withIncomplete Observation;Shi, Peng and Ding, Lianhong and Zhang, Tianle;;2016;ISI Web of Science
 ISI:000374010200007;Citizen science in risk communication in the era of ICT;Kar, Bandana;CONCURRENCY AND COMPUTATION-PRACTICE \& EXPERIENCE;2016;ISI Web of Science
 ISI:000374360600016;Emergency management perspectives on volunteered geographic information:Opportunities, challenges and change;Haworth, Billy;COMPUTERS ENVIRONMENT AND URBAN SYSTEMS;2016;ISI Web of Science
 ISI:000375568800002;Digital Wildfires: Propagation, Verification, Regulation, andResponsible Innovation;Webb, Helena and Burnap, Pete and Procter, Rob and Rana, Omer and Stahl, Bernd Carsten and Williams, Matthew and Housley, William and Edwards, Adam and Jirotka, Marina;ACM TRANSACTIONS ON INFORMATION SYSTEMS;2016;ISI Web of Science
 ISI:000424023700002;Biomedical Engineering Research in the Social Network Analysis Era:Stance Classification for Analysis of Hoax Medical News in Social Media;Purnomo, Mauridhi Hery and Sumpeno, Surya and Setiawan, Esther Irawatiand Purwitasari, Diana;;2017;ISI Web of Science
 ISI:000410643300008;DRIMUX: Dynamic Rumor Influence Minimization with User Experience inSocial Networks;Wang, Biao and Chen, Ge and Fu, Luoyi and Song, Li and Wang, Xinbing;IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING;2017;ISI Web of Science
 ISI:000432717700012;Competitive Information Diffusion Model in Social Network with NegativeInformation Propagation;Tu, Hong T. and Nguyen, Khu P.;;2018;ISI Web of Science
 ISI:000432507900016;Cross-network dissemination model of public opinion in coupled networks;Zhang, Lifan and Su, Chang and Jin, Yafang and Goh, Mark and Wu, Zhenyong;INFORMATION SCIENCES;2018;ISI Web of Science
 ISI:000432659000011;The emerging use of social media for health-related purposes in low andmiddle-income countries: A scoping review;Hagg, Emily and Dahinten, V. Susan and Currie, Leanne M.;INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS;2018;ISI Web of Science
 ISI:000365626100046;The Dynamics Model of Public Opinion Diffusion in Online Social Network;Chen, Zuqin and Ge, Jike;;2014;ISI Web of Science
 ISI:000368862800043;Containment of RumorsunderLimitCost Budget in Social Network;Cao, Chunyang and Yu, Li and Hu, Yang;;2015;ISI Web of Science
 ISI:000373775700039;Factors Influencing Information credibility on Social Media Platforms:Evidence from Facebook Pages;Li, Ruohan and Suh, Ayoung;;2015;ISI Web of Science
 ISI:000354564000002;An enriched social behavioural information diffusion model in socialnetworks;Mozafari, Niloofar and Hamzeh, Ali;JOURNAL OF INFORMATION SCIENCE;2015;ISI Web of Science
Ashwin2016129;Veracity of information in twitter data: A case study;Ashwin, K.T.K. and Kammarpally, P. and George, K.M.;2016 International Conference on Big Data and Smart Computing, BigComp 2016;2016;Scopus
20163002640402;What is in a rumour: Combined visual analysis of rumour flow and user activity;Dang, Anh and Moh'd, Abidalrahman and Milios, Evangelos and Minghim, Rosane;ACM International Conference Proceeding Series;2016;El Compendex
Khodabakhsh2018372;A Taxonomy of Audiovisual Fake Multimedia Content Creation Technology;Khodabakhsh, A. and Busch, C. and Ramachandra, R.;Proceedings - IEEE 1st Conference on Multimedia Information Processing and Retrieval, MIPR 2018;2018;Scopus
Vosoughi2016707;A semi-automatic method for efficient detection of stories on social media;Vosoughi, S. and Roy, D.;Proceedings of the 10th International Conference on Web and Social Media, ICWSM 2016;2016;Scopus
Venkatesan2014;A response quality model for online health communities;Venkatesan, S. and Han, W. and Sharman, R.;"35th International Conference on Information Systems ""Building a Better World Through Information Systems"", ICIS 2014";2014;Scopus
20080311037834;A proposed data mining approach for internet auction fraud detection;Ku, Yungchang and Chen, Yuchi and Chiu, Chaochang;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2007;El Compendex
20160501876944;A probabilistic characterization of the rumor graph boundary in rumor source detection;Zheng, Liang and Tan, Chee Wei;International Conference on Digital Signal Processing, DSP;2015;El Compendex
 ISI:000368940201013;A Part-of-speech Based Sentiment Classification Method Considering Subject-Predicate Relation;Kawabe, Takashi and Namihira, Yoshimi and Suzuki, Kouta and Nara, Munehiro and Yamamoto, Yukiko and Tsuruta, Setsuo and Knauf, Rainer;;2015;ISI Web of Science
Cai20182185;A novel rumor detection method based on labeled cascade propagation tree;Cai, G. and Bi, M. and Liu, J.;ICNC-FSKD 2017 - 13th International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery;2018;Scopus
 ISI:000426973900003;A Novel Reposting Prediction Method Based on Quantified MicroblogHotness in Sina Weibo;Zhu, Hailong and Wang, Min;;2017;ISI Web of Science
20155201716654;A model for identifying misinformation in online social networks;Antoniadis, Sotirios and Litou, Iouliana and Kalogeraki, Vana;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2015;El Compendex
20174804467750;A hybrid strategy for network immunization;Li, Xianghua and Guo, Jingyi and Gao, Chao and Zhang, Leyan and Zhang, Zili;Chaos, Solitons and Fractals;2018;El Compendex
Fazil20182707;A Hybrid Approach for Detecting Automated Spammers in Twitter;Fazil, M. and Abulaish, M.;IEEE Transactions on Information Forensics and Security;2018;Scopus
20151700787087;A critical analysis of the state-of-the-art on automated detection of deceptive behavior in social media;Song, Long and Zhang, Wenping and Liao, Stephen S.Y. and Kwok, Ron C.W.;Proceedings - Pacific Asia Conference on Information Systems, PACIS 2012;2012;El Compendex
20154501494871;A detection system to counter identity deception in social media applications;Kuruvilla, Antu Mary and Varghese, Saira;IEEE International Conference on Circuit, Power and Computing Technologies, ICCPCT 2015;2015;El Compendex
Sample2018432;A cultural exploration of the social media manipulators;Sample, C. and McAlaney, J. and Bakdash, J. and Thackray, H.;European Conference on Information Warfare and Security, ECCWS;2018;Scopus
20174304308635;A Convolutional Approach for Misinformation Identification;Yu, Feng and Liu, Qiang and Wu, Shu and Wang, Liang and Tan, Tieniu;IJCAI International Joint Conference on Artificial Intelligence;2017;El Compendex
 ISI:000403339400006;A Comprehensive Insight towards Research Direction in InformationPropagation;Kumar, Selva S. and Kayarvizhy, N.;INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS;2017;ISI Web of Science
 ISI:000390749100066;A Bio-Inspired Method for Locating the Diffusion Source with LimitedObservers;Liu, Yuxin and Gao, Chao and She, Xinyan and Zhang, Zili;;2016;ISI Web of Science
 ISI:000432711500016;#Help. The Reality of Social Media Use in Crisis Response: Lessons froma Realistic Crisis Exercise;Meesters, Kenny and van Beek, Lars and Van de Walle, Bartel;;2016;ISI Web of Science
 ISI:000412874400006;Young people's conceptions of political information Insights intoinformation experiences and implications for intervention;Smith, Lauren N. and McMenemy, David;JOURNAL OF DOCUMENTATION;2017;ISI Web of Science
20180904838202;Who Spread That Rumor: Finding the Source of Information in Large Online Social Networks with Probabilistically Varying Internode Relationship Strengths;Louni, Alireza and Subbalakshmi, K.P.;IEEE Transactions on Computational Social Systems;2018;El Compendex
Lazaridou2018229;Where in the world is carmen sandiego? Detecting person locations via social media discussions;Lazaridou, K. and Gruetze, T. and Naumann, F.;WebSci 2018 - Proceedings of the 10th ACM Conference on Web Science;2018;Scopus
Wang20125791;Weighted CSR rumor spreading model in online social network;Wang, H. and Deng, L. and Zhou, M. and Chen, K. and Han, J.;Journal of Information and Computational Science;2012;Scopus
Papadopoulou20176;Web video verification using contextual cues;Papadopoulou, O. and Zampoglou, M. and Papadopoulos, S. and Kompatsiaris, Y.;MFSec 2017 - Proceedings of the 2nd International Workshop on Multimedia Forensics and Security, co-located with ICMR 2017;2017;Scopus
Nasir2009137;Web mining for malaysia's political social networks using artificial immune system;Nasir, A.N.M. and Selamat, A. and Selamat, M.H.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2009;Scopus
Felden2003642;Web farming and data warehousing for energy tradefloors;Felden, C. and Chamoni, P.;Proceedings - IEEE/WIC International Conference on Web Intelligence, WI 2003;2003;Scopus
Caverlee201551;Weaponized crowdsourcing: An emerging threat and potential countermeasures;Caverlee, J.;Transparency in Social Media: Tools, Methods and Algorithms for Mediating Online Interactions;2015;Scopus
Albladi2016;Vulnerability to social engineering in social networks: A proposed user-centric framework;Albladi, S. and Weir, G.R.S.;2016 IEEE International Conference on Cybercrime and Computer Forensic, ICCCF 2016;2016;Scopus
Kaya2016161;Visualization of the social bot's fingerprints;Kaya, M. and Conley, S. and Varol, A.;4th International Symposium on Digital Forensics and Security, ISDFS 2016 - Proceeding;2016;Scopus
20164302944538;Visual analytics for investigative analysis of hoax distress calls using social media;Chae, Junghoon and Zhang, Jiawei and Ko, Sungahn and Malik, Abish and Connell, Heather and Ebert, David S.;2016 IEEE Symposium on Technologies for Homeland Security, HST 2016;2016;El Compendex
Rocha2011;Vision of the unseen: Current trends and challenges in digital image and video forensics;Rocha, A. and Scheirer, W. and Boult, T. and Goldenstein, S.;ACM Computing Surveys;2011;Scopus
Dailey2014777;Visible skepticism: Community vetting after Hurricane Irene;Dailey, D. and Starbird, K.;ISCRAM 2014 Conference Proceedings - 11th International Conference on Information Systems for Crisis Response and Management;2014;Scopus
Zang2015278;Locating multiple sources in social networks under the SIR model: A divide-and-conquer approach;Zang, W. and Zhang, P. and Zhou, C. and Guo, L.;Journal of Computational Science;2015;Scopus
Sánchez-Casado2015179;Linking social networks to utilitarian benefits through counter-knowledge;Sánchez-Casado, N. and Cegarra-Navarro, J.G. and Tomaseti-Solano, E.;Online Information Review;2015;Scopus
Zhang201535;Limiting the spread of misinformation while effectively raising awareness in social networks;Zhang, H. and Zhang, H. and Li, X. and Thai, M.T.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2015;Scopus
Budak2011665;Limiting the spread of misinformation in social networks;Budak, C. and Agrawal, D. and Abbadi, A.E.;Proceedings of the 20th International Conference on World Wide Web, WWW 2011;2011;Scopus
20140717296011;Least cost rumor blocking in social networks;Fan, Lidan and Lu, Zaixin and Wu, Weili and Thuraisingham, Bhavani and Ma, Huan and Bi, Yuanjun;Proceedings - International Conference on Distributed Computing Systems;2013;El Compendex
Bortolussi2015;Learning and designing stochastic processes from logical constraints;Bortolussi, L. and Sanguinetti, G.;Logical Methods in Computer Science;2015;Scopus
20181805130863;Knowledge-based approaches for identity management in online social networks;Bahri, Leila and Carminati, Barbara and Ferrari, Elena;Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery;2018;El Compendex
20162802583029;Kidnapping WhatsApp  Rumors during the search and rescue operation of three kidnapped youth;Simon, Tomer and Goldberg, Avishay and Leykin, Dmitry and Adini, Bruria;Computers in Human Behavior;2016;El Compendex
Purnomo20173;Keynote Speaker II: Biomedical Engineering Research in the Social Network Analysis Era: Stance Classification for Analysis of Hoax Medical News in Social Media;Purnomo, M.H. and Sumpeno, S. and Setiawan, E.I. and Purwitasari, D.;Procedia Computer Science;2017;Scopus
20161602271696;Keeping up with the tweet-dashians: The impact of 'official' accounts on online rumoring;Andrews, Cynthia and Fichet, Elodie and Ding, Yuwei and Spiro, Emma S. and Starbird, Kate;Proceedings of the ACM Conference on Computer Supported Cooperative Work, CSCW;2016;El Compendex
Kadir20181;Initial model of social media islamic information credibility;Kadir, K.A. and Ashaari, N.S. and Salim, J.;Proceedings of the 2017 6th International Conference on Electrical Engineering and Informatics: Sustainable Society Through Digital Innovation, ICEEI 2017;2018;Scopus
Kuhlman2014423;Inhibiting diffusion of complex contagions in social networks: theoretical and experimental results;Kuhlman, C.J. and Anil Kumar, V.S. and Marathe, M.V. and Ravi, S.S. and Rosenkrantz, D.J.;Data Mining and Knowledge Discovery;2014;Scopus
Zhang2014443;Information propagation model based on the dynamics of complex networks in mircoblogging;Zhang, Y. and Tang, C.;Journal of Computational Information Systems;2014;Scopus
Zhou2015;Information diffusion network inferring and pathway tracking;Zhou, D.H. and Han, W.B. and Wang, Y.J. and Yuan, B.D.;Science China Information Sciences;2015;Scopus
Al-Taie2017165;Information diffusion in social networks;Al-Taie, M.Z. and Kadry, S.;Advanced Information and Knowledge Processing;2017;Scopus
Kumaran2015121;Information diffusion in online social network: Techniques, applications and challenges;Kumaran, P. and Chitrakala, S.;6th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2015;2015;Scopus
Sermpezis2013187;Information diffusion in heterogeneous networks: The configuration model approach;Sermpezis, P. and Spyropoulos, T.;2013 IEEE Conference on Computer Communications Workshops, INFOCOM WKSHPS 2013;2013;Scopus
20130415934390;Influence limitation in multi-campaign social networks: A Shapley value based approach;Premm Raj, H. and Narahari, Y.;IEEE International Conference on Automation Science and Engineering;2012;El Compendex
Watson199666;Including soft information in eiss;Watson, H.J. and O‘Hara, M.T. and Harp, C.G. and Kelly, G.G.;Information Systems Management;1996;Scopus
Bozorgi20161188;INCIM: A community-based algorithm for influence maximization problem under the linear threshold model;Bozorgi, A. and Haghighi, H. and Sadegh Zahedi, M. and Rezvani, M.;Information Processing and Management;2016;Scopus
20152300918658;Improving spam detection in Online Social Networks;Gupta, Arushi and Kaushal, Rishabh;Proceedings - 2015 International Conference on Cognitive Computing and Information Processing, CCIP 2015;2015;El Compendex
Lee2013;Impact of anonymity (unlinkability, pseudonymity, unobservability) on information sharing;Lee, H. and Choi, J. and Kim, K.K.;Proceedings - Pacific Asia Conference on Information Systems, PACIS 2013;2013;Scopus
Al-Garadi20162721;Identifying the influential spreaders in multilayer interactions of online social networks;Al-Garadi, M.A. and Varathan, K.D. and Ravana, S.D. and Ahmed, E. and Chang, V.;Journal of Intelligent and Fuzzy Systems;2016;Scopus
20141717614325;Identifying sources of misinformation in online social networks;Krishna Kumar, K.P. and Geethakumari, G.;Advances in Intelligent Systems and Computing;2014;El Compendex
Lu20171456;Identifying source of an information in complex networks with limited observation nodes;Lu, X. and Yao, Y. and Zhou, Y.;Chinese Control Conference, CCC;2017;Scopus
 ISI:000380521700249;Identifying Related Users in Weibo Platform;Xu, Lin and Xu, Xin and He, Chenglong and Zong, Shiqiang;;2015;ISI Web of Science
Yang20172403;Identifying opinion leaders in social networks with topic limitation;Yang, L. and Tian, Y. and Li, J. and Ma, J. and Zhang, J.;Cluster Computing;2017;Scopus
Yang2018453;Identifying opinion leader nodes in online social networks with a new closeness evaluation algorithm;Yang, L. and Qiao, Y. and Liu, Z. and Ma, J. and Li, X.;Soft Computing;2018;Scopus
 ISI:000430774900007;Identifying influential individuals in microblogging networks usinggraph partitioning;Huang, Mingqing and Zou, Guobing and Zhang, Bofeng and Gan, Yanglan andJiang, Susu and Jiang, Keyuan;EXPERT SYSTEMS WITH APPLICATIONS;2018;ISI Web of Science
20182205243104;Identifying emotions in social media: Comparison of word-emotion lexicons;Kuen, Ema and Cascavilla, Giuseppe and Figl, Kathrin and Conti, Mauro and Strembeck, Mark;Proceedings - 2017 5th International Conference on Future Internet of Things and Cloud Workshops, W-FiCloud 2017;2017;El Compendex
20170703348081;Identifying and Profiling Key Sellers in Cyber Carding Community: AZSecure Text Mining System;Li, Weifeng and Chen, Hsinchun and Nunamaker, Jay F.;Journal of Management Information Systems;2016;El Compendex
20182705521235;Identification of opinion leader on rumor spreading in online social network Twitter using edge weighting and centrality measure weighting;Dewi, Fatia Kusuma and Yudhoatmojo, Satrio Baskoro and Budi, Indra;2017 12th International Conference on Digital Information Management, ICDIM 2017;2018;El Compendex
20180504682280;Humanitarian health computing using artificial intelligence and social media: A narrative literature review;Fernandez-Luque, Luis and Imran, Muhammad;International Journal of Medical Informatics;2018;El Compendex
Verma2017426;Human values and trust in scientific journals, the mainstream media and fake news;Verma, N. and Fleischmann, K.R. and Koltai, K.S.;Proceedings of the Association for Information Science and Technology;2017;Scopus
Qin2015369;How rumors spread and stop over social media: A multi-layered communication model and empirical analysis;Qin, Z. and Cai, J. and Wangchen, H.Z.;Communications of the Association for Information Systems;2015;Scopus
Giakkoupis2016185;How asynchrony affects rumor spreading time;Giakkoupis, G. and Nazari, Y. and Woelfel, P.;Proceedings of the Annual ACM Symposium on Principles of Distributed Computing;2016;Scopus
Fiat201677;History-independent distributed multi-agent learning;Fiat, A. and Mansour, Y. and Schain, M.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2016;Scopus
20173504107157;Generating fake but realistic headlines using deep neural networks;Dandekar, Ashish and Zen, Remmy A. M. and Bressan, Stephane;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2017;El Compendex
Carbó20051;Fuzzy referral based cooperation in social networks of agents;Carbó, J. and Molina, J.M. and Dávila, J.;AI Communications;2005;Scopus
20180204641636;From retweet to believability: Utilizing trust to identify rumor spreaders on twitter;Rath, Bhavtosh and Gao, Wei and Ma, Jing and Srivastava, Jaideep;Proceedings of the 2017 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2017;2017;El Compendex
Chen200236;From digital library to digital government: A case study in crime data mapping and mining;Chen, H.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2002;Scopus
Brousmiche2016;From beliefs to attitudes: Polias, a model of attitude dynamics based on cognitive modeling and field data;Brousmiche, K.-L. and Kant, J.-D. and Sabouret, N. and Prenot-Guinard, F.;JASSS;2016;Scopus
Habiba200955;Finding spread blockers in dynamic networks;Habiba and Yu, Y. and Berger-Wolf, T.Y. and Saia, J.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2009;Scopus
 ISI:000354386500011;Finding critical blocks of information diffusion in social networks;Zhang, Ende and Wang, Guoren and Gao, Kening and Yu, Ge;WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS;2015;ISI Web of Science
Gupta2013729;Faking sandy: Characterizing and identifying fake images on twitter during hurricane sandy;Gupta, A. and Lamba, H. and Kumaraguru, P. and Joshi, A.;WWW 2013 Companion - Proceedings of the 22nd International Conference on World Wide Web;2013;Scopus
Li2017742;Fake vs. real health information in social media in China;Li, Y. and Zhang, X. and Wang, S.;Proceedings of the Association for Information Science and Technology;2017;Scopus
20143918179915;Fake tweet buster: A webtool to identify users promoting fake news ontwitter;Saez-Trumper, Diego;HT 2014 - Proceedings of the 25th ACM Conference on Hypertext and Social Media;2014;El Compendex
Pak20131642;Eye gazing behaviors in online deception;Pak, J. and Zhou, L.;19th Americas Conference on Information Systems, AMCIS 2013 - Hyperconnected World: Anything, Anywhere, Anytime;2013;Scopus
deRezende2018113;Exposing computer generated images by using deep convolutional neural networks;de Rezende, E.R.S. and Ruppert, G.C.S. and Theóphilo, A. and Tokuda, E.K. and Carvalho, T.;Signal Processing: Image Communication;2018;Scopus
20143518105721;Exploiting social media for Army operations: Syrian crisis use case;Kase, Sue E. and Bowman, Elizabeth K. and Al Amin, Tanvir and Abdelzaher, Tarek;Proceedings of SPIE - The International Society for Optical Engineering;2014;El Compendex
20182605370589;Evaluating machine learning algorithms for fake news detection;Gilda, Shlok;IEEE Student Conference on Research and Development: Inspiring Technology for Humanity, SCOReD 2017 - Proceedings;2018;El Compendex
Choi2016;Estimating the rumor source with anti-rumor in social networks;Choi, J. and Moon, S. and Shin, J. and Yi, Y.;Proceedings - International Conference on Network Protocols, ICNP;2016;Scopus
Xu2017296;Estimating the origin of diffusion in complex networks with limited observations;Xu, S. and Zhou, Y. and Zhang, Z.;Communications in Computer and Information Science;2017;Scopus
Gaurav20172029;Equilibria of rumor propagation: Deterministic and network approaches;Gaurav, K. and Ghosh, S. and Bhattacharya, S. and Singh, Y.N.;IEEE Region 10 Annual International Conference, Proceedings/TENCON;2017;Scopus
Schultze201346;Effects of Voting Advice Applications (VAAs) on political knowledge about party positions;Schultze, M.;Policy and Internet;2013;Scopus
Liu2013;Effects of source and content on the retransmission of rumor, information and misinformation on social media;Liu, F. and Burton-Jones, A. and Xu, D.;Proceedings of the 24th Australasian Conference on Information Systems;2013;Scopus
Zheng2016;Effective social network quarantine with minimal isolation costs;Zheng, H. and Wu, J.;2016 IEEE International Conference on Communications, ICC 2016;2016;Scopus
Ferrag201343;ECPDR: An efficient conditional privacy-preservation scheme with demand response for secure ad hoc social communications;Ferrag, M.A. and Nafa, M. and Ghanemi, S.;International Journal of Embedded and Real-Time Communication Systems;2013;Scopus
Escalante201799;Early detection of deception and aggressiveness using profile-based representations;Escalante, H.J. and Villatoro-Tello, E. and Garza, S.E. and López-Monroy, A.P. and Montes-y-Gómez, M. and Villaseñor-Pineda, L.;Expert Systems with Applications;2017;Scopus
20161602255490;Dynamics of multi-campaign propagation in online social networks;Thejaswi, M. and Vijayaraghavan, Sriniketh and Das, Avinash and Thilagam, P. Santhi;Proceedings of the 2015 IEEE International Conference on Data Science and Advanced Analytics, DSAA 2015;2015;El Compendex
Zhu20172064;Dynamical behaviours and control measures of rumour-spreading model with consideration of network topology;Zhu, L. and Zhao, H.;International Journal of Systems Science;2017;Scopus
20115114614147;Dynamic monopolies in colored tori;Brunetti, Sara and Lodi, Elena and Quattrociocchi, Walter;IEEE International Symposium on Parallel and Distributed Processing Workshops and Phd Forum;2011;El Compendex
Kleinberg20065;Distributed social systems;Kleinberg, J.;Proceedings of the Annual ACM Symposium on Principles of Distributed Computing;2006;Scopus
Tong2018468;Distributed Rumor Blocking with Multiple Positive Cascades;Tong, G. and Wu, W. and Du, D.-Z.;IEEE Transactions on Computational Social Systems;2018;Scopus
Zhang20181;Discussion on new media communication strategy of sports events based on large data technology;Zhang, X. and Sun, J.;Cluster Computing;2018;Scopus
Foroutan201714;Discovering the Hidden Structure of a Social Network: A Semi Supervised Approach;Foroutan, N. and Hamzeh, A.;IEEE Transactions on Computational Social Systems;2017;Scopus
Zang2014443;Discovering multiple diffusion source nodes in social networks;Zang, W. and Zhang, P. and Zhou, C. and Guo, L.;Procedia Computer Science;2014;Scopus
